EST_NUM1,NAME1,NAME21,ADB_NAME1,MAIL_11,MAIL_21,MAIL_31,MAIL_CITY1,MAIL_PROV1,MAIL_PC1,LOC_ADD11,LOC_ADD21,LOC_ADD31,LOC_CITY1,LOC_PROV1,LOC_PC1,TELE_11,TELE_21,TELE_31,CODES_11,CODES_21,CODES_31,CODE_41,CODE_51,CODES_61,CODE_71,CODE_81,CODES_91,CODES_101,EXPORT1,TRICHINA1,POUTRY_SPC1,OTHERS_SPC1,HACCP_REG1,EP_NUM1,LASTUPDT1,LICENCE_NO1,LICENCE_IS1,LICENCE_EX1
S507,WALMART CANADA LOGISTICS ULC/LOGISTIQUE WALMART CANADA ULC,,,1940 ARGENTIA ROAD,,,MISSISSAUGA,ON,L5N 1P9,7295 WEST CREDIT AVE.,,,MISSISSAUGA,ON,L5N 5N1,(905) 821-2111,(905) 821-6352/F,,,,,,,,,,B/US,AB,,,,,,EP2435,2018-03-27,S507-2435-17967,2018-03-27,2019-03-31
553,TO-LE-DO FOODSERVICE LTD.,,TO-LE-DO FOODSERVICE,2430 MCGILLIVRAY BLVD.,,,WINNIPEG,MB,R3Y 1G6,143 HENRY AVENUE,,,WINNIPEG,MB,R3B 3G9,(204) 956-4177,(204) 957-1728/F,,,,x,,,x,,,,,,,,,,EP1806,2018-02-02,553-1806-17395,2018-02-02,2019-03-31
932,FUMOIRS GOSSELIN INC.,,FUMOIR DES CANTONS DE L'EST; FUMOIRS GOSSELIN,,,,,,,1-140 RUE DE SHERBROOKE,,,COWANSVILLE,QC,J2K3Y9,(450)263-3636,(819)993-0203,,,,,,,X,,,,,D,,,,,,2025-03-04 10:08:11.2348149,,,
009,L.G. HÉBERT ET FILS LTÉE.,,LES VIANDES OR-FIL INTERNATIONAL,,,,,,,"428, RUE HÉBERT",,,STE-HÉLENE DE BAGOT,QC,J0H 1M0,(450) 791-2630,(450) 791-2968/F,(450) 791-2247/I,d,,x,,,,,,,,ADFGKSQIV,,,,,EP1021,2018-02-02,009-1021-17384,2018-02-02,2019-03-31
011,ELBEE MEAT PACKERS LIMITED,,ST. HELEN'S MEAT PACKERS : BEST MEATS,,,,,,,1 GLEN SCARLETT ROAD,,,TORONTO,ON,M6N 1P5,(416)769-1788,(416) 767-6046,(416) 769-0649,abci,,xf,,,xf,,,,,11ABCDLSVP,,,,,,2022-07-25 10:45:04.569860900,,,
012,LES VIANDES DU BRETON INC.,,,,,,,,,"150, CHEMIN DES RAYMOND",,,RIVIERE-DU-LOUP,QC,G5R 5X8,(418) 863-6711,(418)63-6767/F,,d,,x,,,x,,,bUS,,ADFGHKQRSVO,,,,,,2023-09-08 12:19:21.603038800,,,
128,MCF HOLDINGS LTD.,,EDMONTON MEAT PACKING,,,,,,,8320 YELLOWHEAD TRAIL,,,EDMONTON,AB,T5B 1G5,(780) 479-3100,(780) 479-0189/F,(780) 477-2969/I,,,,,,fx,,,,,AK,,,,,EP1148,2018-02-06,128-1148-17453,2018-02-06,2019-03-31
129,OLYMEL S.E.C./ OLYMEL L.P.,,OLYMEL S.E.C./L.P.,,,,,,,125 RUE ST-ISIDORE,,,ST-ESPRIT,QC,J0K2L0,(450)839-7258,,,D,,X,,Y,X,,,,,ADFGIKOQSV,,,,,EP2069,2025-03-06 10:09:31.2596253,129-2069-17386,2018-02-02,2019-03-31
136,WESTFINE MEATS INC.,,"CANADA LAMB PROCESSORS, SUNGOLD SPECIALTY MEATS",,,,,,,4312 - 51ST STREET,,,INNISFAIL,AB,T4G1A3,(403)227-7754,,,CI,,X,,Y,X,,,,,ABDGL,,,,,,2025-04-02 08:02:58.5879307,,,
140,4383516 CANADA INC.,,ALIMENTATION ASIE-MONTRÉAL INC.,,,,,,,"3010A, RUE ANDERSON",,,TERREBONNE,QC,J6Y 1W1,(450) 621-3288,(450) 621-3577/F,,,,fx,,,fx,,,,,D,,,,,EP2270,2018-02-14,140-2270-17529,2018-02-14,2019-03-31
141,OLYMEL S.E.C./ OLYMEL L.P.,,OLYMEL S.E.C./L.P.,,,,,,,7800 RUE GRENACHE,,,ANJOU,QC,H1J1C3,(514)353-2830,,,,,,,,FX,,,,,AD,,,,,EP1234,2025-03-06 10:16:49.2039929,141-1234-17721,2018-02-22,2019-03-31
142,LES ALIMENTS BCI INC./BCI FOODS INC.,,BAXTERS CANADA INC.,,,,,,,4800 AVENUE PINARD,,,ST-HYACINTHE,QC,J2S 8E1,(450) 796-3210,,,,"f,x",,,,,,,,,D,,,,,,2020-07-13 14:53:12.324867800,,,
144,SERVICE ALIMENTAIRE DESCO INC.,,VOLPAK INC. : 9167 - 5132 QUÉBEC INC. : VOLAILLES DES PLAINES,97 PREVOST,,,BOISBRIAND,QC,J7G 3A1,2395 - 2E RUE,,,STE-SOPHIE,QC,J5J 1N6,(450) 565-1115,,,,,f,,,fx,,,B/US,,,,,,,,2021-04-12 07:49:08.341391300,,,
145,PURE FOODS MEAT SOLUTIONS INC.,,,,,,,,,10 SHORNCLIFFE ROAD,UNIT 5,,TORONTO,ON,M9B 3S3,(416) 236-1163,(416) 236-4974/F,(416) 236-3151/I,,,fx,,,fx,,,,,ADF,,,,,EP1160,2024-07-04 11:00:28.7701806,145-1160-17488,2018-02-09,2019-03-31
939,VOLAILLES VOLGO INC.,,,,,,,,,2125 RUE LETENDRE,,,DRUMMONDVILLE,QC,J2C7G1,(819)478-7495,,,,,,,,f,,,,,,,,,,,2025-11-25 10:01:36.8559914,,,
587,KML MEAT PROCESSORS LTD,,,6478 KAMLOOPS-VERNON HIGHWAY,,,WESTWOLD,BC,V0E3B1,6478 KAMLOOPS-VERNON HIGHWAY,,,WESTWOLD,BC,V0E3B1,(250)375-2388,,,A,,X,,,,,,,,"L, S",,,,,,2022-11-03 08:36:30.565977500,,,
429,DONALD'S FINE FOODS,,BRITCO PORK INC.,,,,,,,11528 EBURNE WAY,,,RICHMOND,BC,V6V 2G7,(604)533-3911,,,,,FX,,,FX,,,B/US,,ACDFGHLMOQRSV,Y,,,,,2024-05-14 15:07:21.792744,,,
571,MOUNTAIN TOP FOODS LTD.,,,2301 18 AVENUE,,,NANTON,AB,T0L1R0,2220-19TH AVENUE,,,NANTON,AB,T0L1R0,(403)652-6134,,,,,,,,XF,,,B/US,,,,,,,,2022-01-07 12:07:30.548964400,,,
573,CANADA PACKERS INC.,,,6985 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N0A1,41 PAQUIN ROAD,,,WINNIPEG,MB,R2J3V9,(905)285-5000,,,,,,,,,Y,,,,,,,,,,2025-07-28 08:27:32.5646816,,,
738,LINEAGE LOGISTICS ORS LTD.,,,450 THOMAS ST.,,,INGERSOLL,ON,N5C3J7,450 THOMAS ST.,,,INGERSOLL,ON,N5C3J7,(519)485-7237,,,,,,,,fx,,,B/US,,D,,,,,,2025-12-12 07:10:16.2562032,,,
875,PRAIRIE FARM FOODS INC.,,,,,,,,,454037 RANGE ROAD 234,,,WETASKIWIN COUNTY NO. 10,AB,T9A1W9,(780)352-6328,,,ADH,,X,,,X,,,,,DH,,,,,,2025-03-05 11:00:18.5435916,,,
885,GOODMARK POULTRY (TORONTO) INC.,,MIKE WHOLESALE MEAT LTD.,,,,,,,31 GOODMARK PL,,,TORONTO,ON,M9W6S1,(416)213-1346,,,,,fx,,,f,,,B/US,,ACD,,,,,,2025-04-22 12:28:13.2208169,,,
001,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.,,"ALIMENT CAPPOLA, ALIMENTS MINA, BON APPETIT MEATS, CANA FOODS, CAPPOLA FOOD, CLEARVIEW TURKEY FARMS, COLD SPRINGS FARM, DEVOUR JERKY, DEVOUR MEATS, EMBALLAGES DE VIANDE HUB, EMBALLAGES LARSEN, FERME COLD SPRINGS, FLEETWOOD SAUSAGE, GREENFIELD FOOD PRODUCTS, GREENFIELD, GREENFIELD NATURAL MEATS, GREENFIELD NATURAL MEAT CO., HORIZON POULTRY, HUB MEAT PACKERS, HUB MEATS, HYGRADE FOODS, J.M. SCHNEIDER, LARSEN PACKERS, LES ALIMENTS DE CONSOMMATION MAPLE LEAF, LES ALIMENTS MAPLE LEAF, LES ALIMENTS SCHNEIDER, LES ALIMENTS SHOPSY'S, LES VIANDES BON APPETIT, LES VIANDES DEVOUR, LES VIANDES HUB, LES VIANDES MAPLE LEAF, LES VOLAILLES, MAPLE LEAF, MAPLE LEAF AGRI-FARMS, MAPLE LEAF CONSUMER FOODS, MAPLE LEAF FOOD SERVICE, MAPLE LEAF FOODS, MAPLE LEAF FRESH FOODS, MAPLE LEAF MEATS, MAPLE LEAF PORK, MAPLE LEAF POULTRY, MAPLE LEAF PREPARED MEATS, MINA, MINA FOODS, MITCHELL'S GOURMET FOODS, MOTHER JACKSON'S OPEN KITCHENS, PARADIGM FOOD GROUP, PASTA EXCELLENTE FOODS, PERFERCT MANITOBA PULLETS, PRIME POULTRY, PORC MAPLE LEAF, PRODUCTEURS THAMES VALLEY, PRODUITS ALIMENTAIRES GREENFIELD, SCHNEIDER FOODS, SERVICE ALIMENTAIRE MAPLE LEAF, SHOPSY'S FOODS, TEND-R-FRESH POULTRY FARMS, THAMES VALLEY PROCESSORS, VANCOUVER FANCY MEATS, VIANDES NATURELLES GREENFIELD, VOLAILLE MAPLE LEAF",6985 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N 0A1,870 LAGIMODIERE BLVD.,,,WINNIPEG,MB,R2J 0T9,(204) 233-2421,(204) 233-5413/F,(204) 235-8273/I,,,x,,,fx,,,B/US,,ADFGKV,,,,,EP1000,2018-02-14,001-1000-17520,2018-02-14,2019-03-31
001A,CANADA PACKERS INC.,,,,,,,,,4141 1 AVENUE SOUTH,,,LETHBRIDGE,AB,T1J4P8,(905)285-6000,,,d,,x,,,,Y,Y,,,ADGOSV,,,,,,2025-11-12 12:42:57.9312757,,,
002,PLAISIRS GASTRONOMIQUES INC.,,,,,,,,,"3740, RUE LA VÉRENDRYE",,,BOISBRIAND,QC,J7H 1R5,(450) 433-0189,,,,,,,,FGX,,,,,D,,,,,EP2155,2025-09-22 15:04:14.7652037,002-2155-17698,2018-02-21,2019-03-31
004,SOFINA FOODS INC./ ALIMENTS SOFINA INC.,,FEARMANS PORK,,,,,,,821 APPLEBY LINE,,,BURLINGTON,ON,L7L 4W9,(905)637-2301,,,D,,X,,,X,,,B,,ADFGIKPQRSV,,,,,,2026-03-31 11:23:41.6876592,,,
007F,MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.,,"ALIMENT CAPPOLA, ALIMENTS MINA, BON APPETIT MEATS, CANA FOODS, CAPPOLA FOOD, CLEARVIEW TURKEY FARMS, COLD SPRINGS FARM, DEVOUR JERKY, DEVOUR MEATS, EMBALLAGES DE VIANDE HUB, EMBALLAGES LARSEN, FERME COLD SPRINGS, FLEETWOOD SAUSAGE, GREENFIELD FOOD PRODUCTS, GREENFIELD, GREENFIELD NATURAL MEATS, GREENFIELD NATURAL MEAT CO., HORIZON POULTRY, HUB MEAT PACKERS, HUB MEATS, HYGRADE FOODS, J.M. SCHNEIDER, LARSEN PACKERS, LES ALIMENTS DE CONSOMMATION MAPLE LEAF, LES ALIMENTS MAPLE LEAF, LES ALIMENTS SCHNEIDER, LES ALIMENTS SHOPSY'S, LES VIANDES BON APPETIT, LES VIANDES DEVOUR, LES VIANDES HUB, LES VIANDES MAPLE LEAF, LES VOLAILLES MAPLE LEAF, MAPLE LEAF AGRI-FARMS, MAPLE LEAF CONSUMER FOODS, MAPLE LEAF FOOD SERVICE, MAPLE LEAF FOODS, MAPLE LEAF FRESH FOODS, MAPLE LEAF MEATS, MAPLE LEAF PORK, MAPLE LEAF POULTRY, MAPLE LEAF PREPARED MEATS, MINA, MINA FOODS, MITCHELL'S GOURMET FOODS, MOTHER JACKSON'S OPEN KITCHENS, PARADIGM FOOD GROUP, PASTA EXCELLENTE FOODS, PERFECT MANITOBA PULLETS, PRIME POULTRY, PORC MAPLE LEAF, PRODUCTEURS THAMES VALLEY, PRODUITS ALIMENTAIRES GREENFIELD, SCHEIDER FOODS, SERVICE ALIMENTAIRE MAPLE LEAF, SHOPSY'S FOODS, TEND-R-FRESH POULTRY FARMS, THAMES VALLEY PROCESSORS, VANCOUVER FANCY MEATS, VIANDES NATURELLES GREENFIELD, VOLAILLE MAPLE LEAF",6985 FINANCIAL DRIVE,,,MISSISSAUGA,ON,L5N 0A1,2619 - 91 AVENUE,,,EDMONTON,AB,T6P 1S3,(905) 285-1615,(905) 285-6766/F,(780) 417-4226/I,fi,,f,,,f,,,,,D,,,,,EP1013,2018-02-16,007F-1013-17599,2018-02-16,2019-03-31
013,"STAMPEDE CULINARY PARTNERS, ULC",,STAMPEDE MEAT NORTH INC.,,,,,,,"435 DOBBIE DRIVE,",,,CAMBRIDGE,ON,N1T1S9,(226)747-6031,,,,,,,,"x,f,g",,,,,"D,K",,,,,,2026-04-22 11:35:27.6595576,,,
014C,SOFINA FOODS INC./ALIMENTS SOFINA INC.,,,,,,,,,145 EAST DRIVE,,,BRAMALEA,ON,L6T 1B9,(905) 790-3737,(905) 790-1416/F,(   )    -,,,,,,fx,,,B,,AD,,,,,EP1017,2019-08-28,014C-1017-17908,2018-03-14,2019-03-31
017,FLINTSHIRE FARMS INC.,,,,,,,,,79 PHEASANT FARM RD,,,FLINTON,ON,K0H1P0,(905)964-0853,,,g,,g,,,g,,,,,D,,,,,,2022-06-07 09:36:30.744182400,,,
020,WRENPORT INVESTMENTS INC,,BEST MEATS,,,,,,,33 GUNNS ROAD,,,TORONTO,ON,M6N 4X9,(416)769-1788,,,,,fx,,,fx,,,B/US,,DK,,,,,EP1035,2026-09-11 13:51:23.5094098,020-1035-17691,2018-02-21,2019-03-31
700,CARGILL LIMITED - CARGILL LIMITÉE,,"CARGILL MEAT SOLUTIONS, CARGILL FOODS/LES ALIMENTS GARGILL",,,,,,,10 FREEPORT WAY NE,,,CALGARY,AB,T3J 4X7,(403) 567-7400,(403) 226-6513/F,,,,f,,,f,,,,,,,,,,,2026-06-02 14:17:10.7613951,,,
933,CARGILL LIMITED - CARGILL LIMITÉE,,CARGILL MEAT SOLUTIONS,,,,,,,50 CHISHOLM DR,,,INGERSOLL,ON,N5C 2C6,226-825-0160 (o),,,,,,,,f,,,,,,,,,,,2023-07-11 13:50:20.321924400,,,
039,UNIDINDON INC./UNITURKEY INC.,,,,,,,,,3380 RUE PRINCIPALE,,,ST-JEAN BAPTISTE DE ROUVILLE,QC,J0L 2B0,(450) 467-2875,,,F,,F,,,F,,,,,ADG,,,,,EP1056,2025-03-06 09:16:00.431711,039-1056-17385,2018-02-02,2019-03-31
021,LACOMBE MEAT RESEARCH CENTRE,,,6000 C&E TRAIL,,,LACOMBE,AB,T4L 1W1,"RESEARCH STATION-AGRICULTURE CANADA,","SE. 1/4, SEC. 24 TWP 40, RG 27, W.4",,LACOMBE,AB,T4L 1W1,(403) 782-8100,(403) 782-6120/F,(403) 782-8128/I,acdh,,x,,,x,,,,,,,,"BISON, ELK",,EP1036,2018-02-09,021-1036-17498,2018-02-09,2019-03-31
023,THE SASKATCHEWAN FOOD INDUSTRY DEVELOPMENT CENTRE INC.,,THE FOOD CENTRE,2335 SCHUYLER STREET,,,SASKATOON,SK,S7M 5V1,52 INNOVATION BOULEVARD,,,SASKATOON,SK,S7N 2V3,(306) 933-7555,(306) 933-7208/F,(306) 975-6442/I,,,fx,,,fx,,,,,,,,,,EP2183,2018-02-21,023-2183-17699,2018-02-21,2019-03-31
026,TONY'S MEATS LTD.,,,,,,,,,475 LANDING RD,LOT# 00098825,,ANTIGONISH LANDING,NS,B2G2L2,(902)863-1545 ext 231,,,,,,,,FX,,,,,ADK,,,EMU,,EP1042,2026-07-16 15:05:04.0291679,026-1042-17917,2018-03-14,2019-03-31
028,FRANZ TURKEY FARMS LTD.*,,,2950 PLANK ROAD,,,PETROLIA,ON,N0N 1R0,"LOT 1, CON. 9",MOOR TOWNSHIP,R.R.#4,PETROLIA,ON,N0N 1R0,(519) 864-1071,(519) 864-1460/F,,,,f,,,f,,,,,,,,,,EP1043,2018-04-03,028-1043-16825,2017-03-02,2018-03-31
029,9256-5589 QUEBEC INC.,,CHAI CONTINENTAL : CONTINENTAL STRICKLY KOSHER : KOSHER CLASSIQUE : C & G MEAT PACKAGING : MARCONI MEAT : FAMOUS KOSHER,,,,,,,8593 CHEMIN DELMEADE,,,MONT-ROYAL,QC,H4T 1M1,(514) 522-1196,(514) 522-1198/F,,,,fx,,,fx,,,,,D,,,,,EP2072,2018-03-29,029-2072-17994,2018-03-29,2019-03-31
031,PROVISIONS MARQUIS INC.,,,,,,,,,"11515, BOUL. LOUIS-H.-LAFONTAINE",,,MONTREAL,QC,H1E 7M1,(514)643-4341,,,,X,,,,X,,,,,,,,,,,2022-10-13 09:43:50.648001700,,,
032,LES VIANDES BERNARD CENTRALE INC./CENTRAL BERNARD BUTCHERS CORP. INC.,,LES VIANDES CENTRAL BERNARD : LES VIANDES CENTRAL BERNARD INC.,,,,,,,"2001, 32 IEME AVENUE",,,LACHINE,QC,H8T 3J1,(514) 780-8585,(514) 780-8590/F,,,,f,,,f,,,B/US,,D,,,,,EP2278,2018-02-22,032-2278-17708,2018-02-22,2019-03-31
036,EXPRESCO FOODS INC./ALIMENTS EXPRESCO INC.,,,,,,,,,8205 TRANSCANADA,,,MONTREAL,QC,H4S1S4,(438)491-7630,,,,,,,,FX,,,,,ACD,,,,,,2025-03-20 11:44:50.7120765,,,
037,HUDSON VALLEY FARMS (CA) ULC,,,,,,,,,228 RUE PRINCIPALE,,,ST-LOUIS DE GONZAGUE,QC,J0S1T0,,,,FI,,F,,,F,,,,,ADK,,,,,,2025-05-02 11:30:26.7312686,,,
038,JBS FOOD CANADA ULC/ALIMENT JBS CANADA ULC,,,P.O. BOX 1868,,,BROOKS,AB,T1R1C6,HIGHWAY 1 WEST,,,BROOKS,AB,T1R1C6,(403) 362-3457,,,a,,x,,,x,,Y,,,ACDGHIKLMPQRSV,,,,,EP1055,2026-02-27 15:40:45.2211884,038-1055-17871,2018-03-08,2019-03-31
039A,OLYMEL S.E.C./OLYMEL L.P.,,OLYMEL S.E.C./L.P.,1580 RUE EIFFEL,,,BOUCHERVILLE,QC,J4B5Y1,"770, RUE CLAUDE",,,ST-JEAN-SUR-RICHELIEU,QC,J3B2W5,(514)858-9000,,,,,FX,,,FX,,,,,ADF,,,,,,2022-05-11 10:20:11.519383100,,,
039B,OLYMEL S.E.C./ OLYMEL L.P.,,OLYMEL S.E.C./L.P.,,,,,,,3250 BOULEVARD LAURIER EST,,,ST-HYACINTHE,QC,J2R2B6,450-773-6661,,,,,F,,,FX,,,,,ADG,,,,,EP1057,2025-03-06 09:25:25.599157,039B-1057-17328,2018-01-25,2019-03-31
039D,OLYMEL S.E.C./ OLYMEL L.P.,,OLYMEL S.E.C./L.P.,,,,,,,580 RUE LAFERRIERE,,,BERTHIERVILLE,QC,J0K1A0,(450)836-1651,,,FI,,F,,,F,,,,,ADGRV,,,,,,2025-03-06 09:37:33.6940586,,,
039G,OLYMEL S.E.C./ OLYMEL L.P.,,OLYMEL S.E.C./L.P.,,,,,,,249 RUE PRINCIPALE,,,ST-DAMASE,QC,JOH1J0,(450)797-2691,,,FI,,F,,,F,,,,,ADGRV,,,,,EP1308,2025-03-06 09:52:51.6642976,039G-1308-17877,2018-03-08,2019-03-31
039J,OLYMEL S.E.C./ OLYMEL L.P.,,OLYMEL S.E.C./L.P.,,,,,,,318 ORENDA ROAD,,,BRAMPTON,ON,L6T1G1,(905)793-5757,,,,,F,,,F,,,,,D,,,,,EP1529,2025-03-06 09:57:52.7239406,039J-1529-17733,2018-02-26,2019-03-31
040,ALIMENTS PRÉMONT INC.,,PREMONT FOODS INC.,,,,,,,1505 ROUTE LUPIEN,,,SAINTE-ANGÈLE-DE-PRÉMONT,QC,J0K1R0,(819)268-2820,,,,,X,,,FX,,,,,ADFKLQ,,,,,EP1060,2024-12-06 11:28:26.4796039,040-1060-17842,2018-03-05,2019-03-31
043,J & L BEEF LTD.,,SUNRISE POULTRY,,,,,,,17565 - 65A AVENUE,,,SURREY,BC,V3S 8E7,(604) 576-0717,(604) 576-0726/F,(604) 576-3198/I,,,fx,,,fx,,,,,ADGK,,,,,EP1063,2018-01-30,043-1063-17361,2018-01-30,2019-03-31
045,LES ALIMENTS VESTAR INC./VESTAR FOODS INC.,,,,,,,,,"6449, RUE ABRAMS",,,VILLE ST-LAURENT,QC,H4S 1X9,(514) 789-6555,(514) 332-2508/F,,,,f,,,fx,,,,,D,,,,,EP2006,2018-02-22,045-2006-17709,2018-02-22,2019-03-31
048,LES ALIMENTS LEVITTS(CANADA) INC./LEVITTS FOODS (CANADA) INC.,,,,,,,,,7070 RUE ST. PATRICK,,,LASALLE,QC,H8N 1V2,(514) 367-1654,(514) 367-3035/F,,,,fx,,,fx,,,B/US,,DA,,,,,EP2177,2019-05-14,048-2177-17710,2018-02-22,2019-03-31
049,PREMIUM BRANDS OPERATING GP INC.,,HARVEST MEATS,P.O. BOX 68,,,YORKTON,SK,S3N 2V6,501 YORK ROAD WEST,,,YORKTON,SK,S3N 2V6,(306) 783-9446,(306) 783-9298/F,(306) 786-5308/I,,,x,,,fx,,,B/US,,D,,,,,EP1069,2018-02-22,049-1069-17729,2018-02-22,2019-03-31
052,UL CANADA INC.*,,,,,,,,,307 ORENDA ROAD,,,BRAMPTON,ON,L6T 1G4,,,,,,,,,fx,,,,,,,,,,EP1071,2016-09-02,052-1071-16074,2016-02-18,2017-03-31
948,ERIE MEAT PRODUCTS LTD. - EST 948,,508818 ONTARIO LIMITED : CAN-AM MEAT PURVEYORS : GOLDEN MAPLE MEAT PRODUCTS LTD. : 	HARVEST CREEK,3240 WHARTON WAY,,,MISSISSAUGA,ON,L4X2C1,3128 WHARTON WAY,,,MISSISSAUGA,ON,L4X2C1,,,,,,,,,FX,,,BUS,,D,,,,,,2026-06-09 13:57:57.2333418,,,
516,2866022 ONTARIO LTD.,,,,,,,,,65 MELFORD DR,,,SCARBOROUGH,ON,M1B2G6,(519)745-8458,,,,,,,,x,Y,,,,,,,,,,2026-08-18 07:59:10.1055055,,,
055,CAMPBELL COMPANY OF CANADA/COMPAGNIE CAMPBELL DU CANADA*,,,,,,,,,60 BIRMINGHAM STREET,,,TORONTO,ON,M8V 2B8,(416) 251-1131,(416) 253-8654/F,,,fx,,,,,,,,,D,,,,,EP1074,2019-11-12,055-1074-17486,2018-02-09,2019-03-31
058,WINKLER MEATS LTD.,,,,,,WINKLER,,,270 GEORGE AVENUE,,,WINKLER,MB,R6W 3M4,(204)325-9593,,,d,,x,,,"f,x",Y,,B/US,,AD,,RATITE,"WILD BOAR, DEER, ELK,FALLOW DEER",,EP1081,2026-05-26 11:26:54.3613297,058-1081-17450,2018-02-06,2019-03-31
060,SOFINA FOODS INC./ ALIMENTS SOFINA INC.,,LILYDALE,100 COMMERCE VALLEY DRIVE WEST,,,MARKHAM,ON,L3T 0A1,502 BOSWORTH STREET,,,WYNYARD,SK,S0A 4T0,(306) 554-2555,(306) 554-3958/F,,fi,,f,,,f,,,,,DG,,,,,EP1083,2019-05-28,060-1083-17575,2018-02-16,2019-03-31
062,GRIFFITH FOODS LIMITED / ALIMENTS GRIFFITH LIMITEE,,,,,,,,,757 PHARMACY AVENUE,,,TORONTO,ON,M1L 3J8,(416) 288-3050,(416) 288-3417/I,(416) 288-3481/F,,,,,,fx,,,,,D,,,,,EP1084,2018-02-22,062-1084-17730,2018-02-22,2019-03-31
064,SOFINA FOODS INC. /ALIMENTS SOFINA INC.,,EXCELDOR COOPERATIVE,,,,,,,1081 RUE PARENT,,,SAINT-BRUNO,QC,J3V6L7,(450)441-6111,,,,,f,,,f,,,,,D,,,,,EP2499,2026-05-07 09:28:51.7526253,064-2499-17981,2018-03-28,2019-03-31
065,SUNRISE POULTRY PROCESSORS LTD.,,,13542 73A AVENUE,,,SURREY,BC,V3W 1C9,5204-80TH AVENUE,,,TABER,AB,T1G 2E1,(403) 223-4502,(403) 223-7497/F,(403) 223-8080/I,f,,f,,,f,,,,,D,,,,,EP1846,2018-02-21,065-1846-17697,2018-02-21,2019-03-31
909,L’ATELIER LA FLÈCHE DE FER INC.,,GROUPE AFFI LOGISTIQUE,"5100, RUE ARMAND-FRAPPIER",,,ST-HUBERT,QC,J3Z1G5,11100 BOUL. LOUIS H-LAFONTAINE,,,ANJOU,QC,H1J 2Y5,(450) 552-9150,,,,,,,,,Y,,,,,,,,,,2024-05-17 10:58:52.0138036,,,
927,VENETIAN MEATS & SALAMI COMPANY LIMITED,,VENETIAN MEAT & SALAMI CO. LTD.,,,,,,,1119 BARTON STREET,,,STONEY CREEK,ON,L8E5H1,(905)545-1845,,,,,x,,,x,,,B/US,,AD,,,,,,2025-11-04 08:55:42.955217,,,
930,SAPUTO PRODUITS LAITIERS CANADA S.E.N.C. / SAPUTO DAIRY PRODUCTS CANADA G.P.,,,,,,,,,2365 CHEMIN DE LA CÔTE DE LIESSE,,,ST-LAURENT,QC,H4N2M7,(514)328-3466,,,,,,,,,Y,,C/US,,,,,,,,2021-12-24 12:07:13.299854700,,,
935,GDE Grocery Delivery E-Services Canada Inc.,,,,,,,,,920-36 AVE,,,NISKU,AB,T9E1C6,(647)390-7468,,,,,,,,,Y,,,,,,,,,,2021-12-23 13:03:34.975693000,,,
936,AKROPOLIS PHYLLO PRODUCTS INC.,,,,,,,,,237 DONEY CRESCENT,,,CONDORD,ON,L4K1P6,(416)414-1195,,,,,,,,X,,,,,D,,,,,,2024-01-19 09:19:55.073815500,,,
937,OSMOW'S COMMISSARY LTD.,,,,,,,,,5598 MCADAM RD,,,MISSISSAUGA,ON,L4Z 1P1,416-356-1710,,,,,xf,,,xf,,,,,D,,,,,,2023-06-12 11:31:35.215966400,,,
S879,KLONDIKE COLD STORAGE LTD.,,,,,,,,,3023 188TH STREET,,,SURREY,BC,V3S9V5,(604)626-4019,,,,,,,,,,,B/US,A,,,,,,,2021-12-09 14:05:40.324592800,,,
982,FINE CHOICE FOODS LTD.,,FINE CHOICE FOODS LTD. - NO.6 ROAD,,,,,,,"2551 NO.6 ROAD, UNIT 1105",,,RICHMOND,BC,V6V1P3,(236)808-5849,,,,,,,,"f,x",,,,,D,,,,,,2024-05-14 10:13:16.4244948,,,
S882,SERVICE ALIMENTAIRE DESCO INC.,,,,,,,,,"97, RUE PRÉVOST",,,BOISBRIAND,QC,J7G3A1,(450)437-7182,,,,,,,,,,,B/US,A,"A,D",,,,,,2022-01-10 10:54:27.992309000,,,
S897,LES ALIMENTS LEVITTS (CANADA) INC.,,,7070 ST-PATRICK,,,MONTREAL,QC,H8N 1V2,5000 J-A BOMBARDIER,,,ST. HUBERT,QC,J3Z 1H1,(514)367-1654,,,,,,,,,,,B/US,AB,,,,,,,2023-02-21 08:48:39.235086900,,,
S898,"E.D. SMITH FOODS, LTD./LES ALIMENTS E.D. SMITH LTEE",,E.D. SMITH.,,,,,,,8 BURFORD RD,,,HAMILTON,ON,L8E5B1,412-445-3942,,,,,,,,,,,,B,,,,,,,2021-12-14 13:47:07.258286000,,,
113A,LES VIANDES CDS INC.,,,,,,,,,1808 AVENUE LAVOIE,,,CHICOUTIMI,QC,G7H7S9,(418)549-9614,,,,,FX,,,,,,,,,,,,,,2026-03-17 14:01:47.0796774,,,
