CPF_CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;NR_SIF;DATA_RESERVA;DT_REGISTRO;NUMERO_PROCESSO;SITUACAO;LOGRADOURO;BAIRRO;CEP;MUNICIPIO;UF;TELEFONE;EMAIL;AREA_CATEGORIA;CATEGORIA_CLASSE;DATA_OCORRENCIA;DESCRICAO_OCORRENCIA
01.838.723/0154-00;BRF S.A.;-;466;1980-09-04 00:00:00;1981-11-27 00:00:00;21050.003579/2020-07;A;AC CIDADE ALTA, 4700;SAO CRISTOVAO;89665000;CAPINZAL;SC;(47) 3249-4228;TRIBUTARIOCSC@BRF.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2018-05-16 00:00:00;Aves. União Europeia (UE). Exclusão da lista de exportadores: carne de aves de capoeira e lagomorfos (secção II), carne picada, preparados de carne e carne separada mecanicamente (secção V) e produtos à base de carne (secção VI). Produtos: PRODUTOS EM NATUREZA (AVES), PRODUTOS NÃO SUBMETIDOS A TRATAMENTO TÉRMICO (AVES), PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO e PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO (AVES). SEI 21000.014820/2018-96.
01.838.723/0154-00;BRF S.A.;-;466;1980-09-04 00:00:00;1981-11-27 00:00:00;21050.003579/2020-07;A;AC CIDADE ALTA, 4700;SAO CRISTOVAO;89665000;CAPINZAL;SC;(47) 3249-4228;TRIBUTARIOCSC@BRF.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2023-06-30 00:00:00;Chile. Aves. Produto em natureza. Retirada da data de validade de 30/06/2023, conforme Informação 513 (28835064) do SEI 21000.050589/2022-81. Pre-listing Chile.
01.838.723/0154-00;BRF S.A.;-;466;1980-09-04 00:00:00;1981-11-27 00:00:00;21050.003579/2020-07;A;AC CIDADE ALTA, 4700;SAO CRISTOVAO;89665000;CAPINZAL;SC;(47) 3249-4228;TRIBUTARIOCSC@BRF.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2023-07-04 00:00:00;Albânia. Aves. Exclusão da lista de habilitação. OFÍCIO-CIRCULAR Nº 95/2023/DHC/CGI/DIPOA (29531578), de 04/07/2023.
01.838.723/0154-00;BRF S.A.;-;466;1980-09-04 00:00:00;1981-11-27 00:00:00;21050.003579/2020-07;A;AC CIDADE ALTA, 4700;SAO CRISTOVAO;89665000;CAPINZAL;SC;(47) 3249-4228;TRIBUTARIOCSC@BRF.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2023-12-29 00:00:00;"Peru. Aves. Renovação Habilitação. SEI 21000.068945/2022-12. ADIDO COMUNICA LIMA (32968881). Vigência 31/12/2024.

"
01.838.723/0154-00;BRF S.A.;-;466;1980-09-04 00:00:00;1981-11-27 00:00:00;21050.003579/2020-07;A;AC CIDADE ALTA, 4700;SAO CRISTOVAO;89665000;CAPINZAL;SC;(47) 3249-4228;TRIBUTARIOCSC@BRF.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2024-01-19 00:00:00;Cuba. Remoção da data de validade da habilitação, com base no preocesso SEI 21000.093084/2022-19 (33182052).
01.838.723/0154-00;BRF S.A.;-;466;1980-09-04 00:00:00;1981-11-27 00:00:00;21050.003579/2020-07;A;AC CIDADE ALTA, 4700;SAO CRISTOVAO;89665000;CAPINZAL;SC;(47) 3249-4228;TRIBUTARIOCSC@BRF.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2024-11-13 00:00:00;MÉXICO. Renovação de Habilitação. Data de validade: 30/06/2025. PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO (AVES) (DHC). Nº Processo SEI: 21000.060716/2023-31. Nº(s) Documento(s) SEI: 36236406.
01.838.723/0154-00;BRF S.A.;-;466;1980-09-04 00:00:00;1981-11-27 00:00:00;21050.003579/2020-07;A;AC CIDADE ALTA, 4700;SAO CRISTOVAO;89665000;CAPINZAL;SC;(47) 3249-4228;TRIBUTARIOCSC@BRF.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2025-12-22 00:00:00;"México. Renovação da Habilitação. Produtos em natureza aves. PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO
COCÇÃO (AVES) (DHC). Processo 21000.060716/2023-31. Ofício B00.04.11779-2025 (SEI nº 49217150). Vigência 30/06/2026"
01.838.723/0154-00;BRF S.A.;-;466;1980-09-04 00:00:00;1981-11-27 00:00:00;21050.003579/2020-07;A;AC CIDADE ALTA, 4700;SAO CRISTOVAO;89665000;CAPINZAL;SC;(47) 3249-4228;TRIBUTARIOCSC@BRF.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2026-08-21 00:00:00;México. Produtos em Natureza Aves. Renovação habilitação. Processo  21000.060716/2023-31.Ofício B00.04.07741-2026 (55501863). Vigência 31/12/2028. 
01.838.723/0154-00;BRF S.A.;-;466;1980-09-04 00:00:00;1981-11-27 00:00:00;21050.003579/2020-07;A;AC CIDADE ALTA, 4700;SAO CRISTOVAO;89665000;CAPINZAL;SC;(47) 3249-4228;TRIBUTARIOCSC@BRF.COM;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2026-03-18 00:00:00;Chile. Aves. Habilitação Não comestível. PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO (aves) (DHC). SEI: 21000.026453/2026-83. (51217634). validade: 30/01/2028.
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2018-04-13 00:00:00;Suínos. Coréia do sul. Habilitação. Categoria: PRODUTOS EM NATUREZA. SEI 21000.023678/2017-97.
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2020-03-31 00:00:00;Suínos. Chile. Renovação de Habilitação. Validade: 26/02/2021. SEI 21000.014544/2020-81 (10307361).
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2021-02-12 00:00:00;Filipinas. Aves. Suínos Atualização de habilitação. Produtos em natureza (aves/suínos) e produtos não submetidos a tratamento térmico -aves. Validade: 13/12/2021. Processo sei n° 21000.010568/2021-41. 13873146
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2022-01-26 00:00:00;"Esta DHC informa que a habilitação para RÚSSIA, FEDERAÇÃO DA, foi unificada a UNIÃO ADUANEIRA.
Aproveitamos para informar que a habilitação Argélia foi retirada, pois o CSI encontra-se ligado a Brasil e consequentemente não possui lista de habilitação."
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2023-07-04 00:00:00;Albânia. Bovinos. Exclusão da lista de habilitação. OFÍCIO-CIRCULAR Nº 95/2023/DHC/CGI/DIPOA (29531578), de 04/07/2023.
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2023-01-02 00:00:00;Peru. Aves. Renovação Habilitação. SEI 21000.101983/2022-94. ADIDO COMUNICA LIMA (25914007). Vigência 31/12/2023.
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2024-02-06 00:00:00;Vietnã. Aves e Suínos. Habilitação. Produtos submetidos a tratamento térmico - cocção (farinhas). SEI 21000.015545/2018-28.ADIDO COMUNICA HANOI (33529881).  (33529875).
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2024-07-23 00:00:00;CHINA, REPUBLICA POPULAR. Retirada a data de Suspensão da Habilitação. PRODUTOS EM NATUREZA (AVES) (DHC).   O estabelecimento continua suspenso para a certificação sanitária internacional, emissão de CSI, para a China. A data foi retirada somente para permitir a emissão de DCPOA, para o trânsito interno dos produtos. Nº Processo SEI: 21000.041822/2024-04. (36654957).
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2024-12-23 00:00:00;Peru. Aves. Renovação de habilitação. SEI 21000.028956/2024-21. ADIDO COMUNICA LIMA (39720288). Carta D001568-2024-MIDAGRI-SENASA-DSA (39720174). validade:31/12/2027.
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2024-12-23 00:00:00;Venezuela. Habilitação. SEI: 21000.067231/2024-59. Ofício MRE 09199.202289/2024-80 - DPAGRO (39723596). validade 25.01.2025
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2026-03-03 00:00:00;GEÓRGIA. Habilitação. Data de validade: 01/09/2026. PRODUTOS EM NATUREZA (SUÍDEO) (DHC). Nº Processo SEI: 21000.071419/2025-82. Nº(s) Documento(s) SEI: 48140672.
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2019-01-24 00:00:00;Aves. Arábia Saudita. Suspensão. Produtos em estoque estão desabilitados. SEI 21000.034812/2018-66.
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;0202-05-18 00:00:00;Aves. Suínos. Hong Kong. Habilitação. SEI 21000.033610/2019-88, 8131490
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2023-07-04 00:00:00;Albânia. Bovinos. Exclusão da lista de habilitação. OFÍCIO-CIRCULAR Nº 95/2023/DHC/CGI/DIPOA (29531578), de 04/07/2023.
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2024-03-05 00:00:00;Timor Leste. Aves. Suínos. Habilitação. Produtos em natureza. SEI 21000.002463/2024-61 (33711777)
02.914.460/0018-07;SEARA ALIMENTOS LTDA;-;490;1961-06-10 00:00:00;1989-11-29 00:00:00;21000.059461/2019-87;A;AV PALUDO, 155;INDUSTRIAL;89770000;SEARA;SC;(49) 3452-3071;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AS1 - SUÍNO - MAIS DE 800/D;2025-11-03 00:00:00;República Dominicana. Renovação da Habilitação. PRODUTOS EM NATUREZA (SUÍDEO) (DHC). Nº Processo SEI: 21000.052566/2025-53. Carta CE-DA-DA-0128-2025_fl 2 de 3 (SEI nº 47519521). Vigência: 30/04/2026.
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2017-12-27 00:00:00;Aves. Arábia Saudita, Iêmen, Irã e Maurício. Produtos: carne de aves 'in natura', miúdo de aves 'in natura' e produtos a base de carne de aves. Países que a habilitação estava ligada à habilitação da antiga Lista Geral (publicada pela Circular nº 160/96 de 22/06/1996) por meio dos antigos 'combos'. Processo SEI: 21000.055070/2017-21. 
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2018-03-02 00:00:00;Uruguai. Habilitação. Produtos submetidos a tratamento térmico - cocção. Processo dei nº 21050.000689/2018-94.
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2019-11-06 00:00:00;Aves. Arábia Saudita. Exclusão. SEI 21000-079629-2019-71, Lista/Listagem SFDA. Estab. habilitados -carne de aves e produtos (8988187) 
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2020-12-23 00:00:00;Aves. Colômbia. Habilitação. Produtos submetidos a tratamento térmico cocção. SEI 21000.050307/2020-83, 13255446
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2023-07-20 00:00:00;China. Aves. Renovação de habilitação. Produtos em natureza. SEI: 21050.001861/2023-94 (29842054) Validade: 31/07/2028.
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2024-01-16 00:00:00;Chile. Aves. Habilitação. Produtos em natureza. SEI 21050.005647/2023-15.  (33230182).
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2024-02-15 00:00:00;Filipinas. Aves. Habilitação. Produtos submetidos a tratamento térmico - cocção (farinhas). SEI 21000.045613/2023-41 (33434649).
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2023-11-13 00:00:00;Coréia do Sul. Aves. Habilitação. Produtos em natureza. Produtos submetidos a tratamento térmico - cocção. SEI 21000.003456/2023-04. ADIDO COMUNICA SEUL (32008928).
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2024-03-05 00:00:00;Timor Leste. Aves. Habilitação. Produtos em natureza. SEI 21000.002463/2024-61. (33711777).
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2024-01-02 00:00:00;Paraguai. Aves. Habilitação. Produtos em natureza. Produtos submetidos a tratamento térmico - cocção. Produtos não submetidos a tratamento térmico. SEI 21050.005495/2023-42 (33007877).
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2026-01-22 00:00:00;Peru. Aves. Renovação da Habilitação. Produtos Submetidos a Tratamento Térmico - Cocção (Farinha e óleo de aves). SEI 21000.006854/2022-93. ADIDO COMUNICA 65 (SEI nº 49852565). Vigência 31/12/2028.
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2026-03-26 00:00:00;Países do Golfo. Aves. Protocolo privado. Nos casos em que o estabelecimento esteja habilitado para exportação de carne de aves a um ou mais países do Golfo, requer-se a adesão ao protocolo privado da ABIEC. O presente estabelecimento consta na lista de unidades aderidas ao referido protocolo, sem que isso implique, necessariamente, na habilitação para todos os países da referida região. SEI 21000.028460/2026-10. (51363824).
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2019-07-01 00:00:00;Aves. Filipinas. Atualização de habilitação. SEI 21000.039698/2017-80. Ofício 15/2019/DPB/DOC/DASEAN/BRAS EAGR FILI (7584934)
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2018-03-02 00:00:00;Paraguai. Habilitação. Produtos submetidos a tratamento térmico - cocção (farinhas e óleos). Processo dei nº 21050.000689/2018-94.
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2018-11-12 00:00:00;"Aves. Vietnã. Habilitação.
Produtos submetidos a tratamento térmico cocção.
Processo 21000.015545/2018-28."
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2022-01-04 00:00:00;Peru. Aves. Produtos em natureza. Renovação de habilitação. SEI: 21000.019430/2020-27 (19378449) Validade: 31/12/2022
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2024-05-07 00:00:00;FILIPINAS. Renovação de Habilitação. PRODUTOS EM NATUREZA (AVES) (DHC), PRODUTOS NÃO SUBMETIDOS A TRATAMENTO TÉRMICO (AVES) (DHC). Nº Processo SEI: 21000.020741/2024-62. Nº(s) Documento(s) SEI: 35099362.
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2024-07-17 00:00:00;CHINA. Suspensão de Habilitação. PRODUTOS EM NATUREZA (AVES) (DHC). SEI: 21000.041822/2024-04. (Doc. SEI: 36584566).
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2025-07-03 00:00:00;"Coréia do Sul. Renovação da Habilitação. PRODUTOS EM NATUREZA (AVES) (DHC).  PRODUTOS SUBMETIDOS A TRATAMENTO TÉRMICO COCÇÃO. Nº Processo SEI:  21000.003680/2025-50, ADIDO COMUNICA 165 (SEI nº 43732108) e Ofício (43732111; Tradução 43732113). a partir do dia 3 de julho de 2025 (inclusive)."
02.914.460/0012-03;SEARA ALIMENTOS LTDA;-;576;1982-06-09 00:00:00;2004-04-13 00:00:00;21000.082454/2019-89;A;RUA SÃO BONIFÁCIO, 1301;SANTA TERESA;89896000;ITAPIRANGA;SC;(47) 3344-7537;CONTADOR@SEARA.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / MSD - MIGRADO - SDA DIGITAL;2025-07-31 00:00:00;CHINA. Habilitação. Produtos submetidos a tratamento térmico - cocção. Não comestíveis. SEI 21000.047032/2021-81. ADIDO COMUNICA 481 (SEI nº 44408811). https://scintl.chinaport.gov.cn/aprwebserver/pages/apr/public/html/companyList.html. Vigência: 28/07/2030.  
83.310.441/0066-62;COOPERATIVA CENTRAL AURORA ALIMENTOS;AURORA COOP;601;1964-07-02 00:00:00;2000-06-27 00:00:00;21000.052867/2022-34;A;R ANDRE LUNARDI, 948;CENTRO;89825000;XAXIM;SC;(49) 3353-8650;FISCAL@AURORAALIMENTOS.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2018-05-15 00:00:00;Aves. Peru. Inclusão. Miúdos de aves 'in natura'. De acordo com o processo sei n° 21000.034431/2017-04.
83.310.441/0066-62;COOPERATIVA CENTRAL AURORA ALIMENTOS;AURORA COOP;601;1964-07-02 00:00:00;2000-06-27 00:00:00;21000.052867/2022-34;A;R ANDRE LUNARDI, 948;CENTRO;89825000;XAXIM;SC;(49) 3353-8650;FISCAL@AURORAALIMENTOS.COM.BR;CARNE;ABATEDOURO FRIGORÍFICO - C15 / AA1 - AVES - MAIS DE 3000/H;2020-03-12 00:00:00;"Aves. Chile. Renovação de Habilitação. Validade: 13/02/2021. SEI 21000.019146/2019-17 (10101184); 21000.014544/2020-81 (10307361)."
